['234', 3390]
[['1599', '3143'], 4331910]
[['535', '2409'], 4315511]
[['1599', '727'], 4313811]
[['535', '2452'], 4324411]
[['535', '726'], 4333211]
[['484', '1021'], 4332611]
[['535', '4673'], 4330810]
[['535', '433'], 4308611]
[['799', '1556'], 4321011]
[['3589', '5100'], 4300510]
[['5565', '2261'], 4273211]
[['5565', '3139'], 4286311]
[['5565', '2118'], 4246611]
[['5565', '4759'], 4247311]
[['323', '3483'], 4323611]
[['291', '710'], 4310511]
[['5565', '5698'], 4247510]
[['849', '4836'], 4354311]
[['2309', '3612'], 4354711]
[['1958', '5565'], 4325011]
[['485', '1725'], 4335111]
[['1850', '359'], 4370511]
[['1056', '2171'], 4280411]
[['5565', '105'], 4257110]
[['217', '362'], 4387910]
[['288', '2843'], 4338710]
[['1145', '928'], 4408610]
[['849', '3232'], 4342811]
[['4315', '6333'], 4295811]
[['2993', '2009'], 4482511]
[['275', '263'], 4382411]
[['469', '612'], 4416310]
[['3090', '4597'], 4382310]
[['3001', '2265'], 4296510]
[['484', '3152'], 4302311]
[['3317', '628'], 4306210]
[['3764', '819'], 4335310]
[['251', '3232'], 4323811]
[['160', '1039'], 4421911]
[['849', '3378'], 4302711]
[['251', '3378'], 4283810]
[['1581', '1194'], 4333411]
[['251', '1304'], 4294611]
[['484', '1282'], 4317010]
[['502', '1837'], 4317911]
[['849', '862'], 4325011]
[['2344', '2356'], 4333111]
[['217', '2169'], 4371310]
[['799', '3121'], 4312210]
[['635', '2105'], 4350711]
[['643', '381'], 4307311]
[['1777', '19'], 4313410]
[['1164', '5098'], 4306311]
[['1180', '862'], 4325211]
[['643', '4416'], 4297311]
[['1164', '105'], 4309311]
[['288', '848'], 4299610]
[['1581', '238'], 4360210]
[['3001', '3208'], 4317011]
[['3001', '5099'], 4297210]
[['293', '3969'], 4297811]
[['801', '3988'], 4315211]
[['849', '1304'], 4313611]
[['3826', '828'], 4348310]
[['502', '1247'], 4329910]
[['488', '6711'], 4300111]
[['1164', '23'], 4305011]
[['1490', '673'], 4332610]
[['1850', '4321'], 4358611]
[['146', '724'], 4360611]
[['241', '2309'], 4502911]
[['3390', '484'], 4436011]
[['2009', '4500'], 4300710]
[['2186', '2069'], 4298911]
[['488', '3386'], 4313111]
[['483', '3386'], 4312411]
[['635', '2395'], 4314610]
[['3090', '852'], 4377411]
[['607', '3765'], 4307911]
[['1637', '1024'], 4328411]
[['146', '3460'], 4319910]
[['801', '2876'], 4344811]
[['1177', '2206'], 4315911]
[['483', '2184'], 4307811]
[['487', '2123'], 4312111]
[['217', '726'], 4333711]
[['323', '1629'], 4331110]
[['749', '1024'], 4328111]
[['487', '2127'], 4297010]
[['217', '2123'], 4312811]
[['1637', '2985'], 4393010]
[['799', '1700'], 4315911]
[['749', '3237'], 4343411]
[['487', '1247'], 4330011]
[['635', '848'], 4299710]
[['799', '1714'], 4372910]
[['323', '4755'], 4306110]
[['1177', '2895'], 4392011]
[['2186', '1162'], 4357710]
[['3764', '2417'], 4305811]
[['1039', '3692'], 4385310]
[['1490', '2979'], 4318311]
[['509', '704'], 4349111]
[['1777', '3237'], 4343911]
[['70', '4416'], 4278011]
[['621', '3669'], 4304411]
[['487', '1008'], 4330311]
[['1596', '991'], 4305511]
[['291', '1643'], 4363511]
[['2344', '702'], 4328410]
[['323', '3386'], 4311711]
[['3764', '1457'], 4354210]
[['485', '2335'], 4338311]
[['2985', '381'], 4307111]
[['1078', '3386'], 4312610]
[['2009', '4662'], 4353611]
[['291', '3232'], 4342811]
[['70', '1069'], 4310611]
[['1850', '2888'], 4349411]
[['607', '1236'], 4331611]
[['1850', '1725'], 4336010]
[['3003', '1484'], 4295710]
[['1039', '19'], 4313511]
[['502', '541'], 4347211]
[['1180', '291'], 4392311]
[['2309', '1958'], 4377211]
[['288', '1007'], 4358711]
[['1177', '4839'], 4330711]
[['532', '2126'], 4298310]
[['2309', '2876'], 4344911]
[['3003', '1603'], 4303710]
[['82', '3386'], 4312011]
[['70', '1848'], 4329311]
[['3764', '125'], 4317111]
[['532', '4001'], 4355911]
[['1164', '1170'], 4300211]
[['1801', '3589'], 4445011]
[['605', '2979'], 4318410]
[['217', '794'], 4318610]
[['532', '3871'], 4313011]
[['621', '1113'], 4313211]
[['1490', '3969'], 4297810]
[['1039', '583'], 4299211]
[['288', '5099'], 4297511]
[['3003', '3376'], 4296310]
[['2081', '3361'], 4309010]
[['3826', '685'], 4348811]
[['3003', '1816'], 4310610]
[['70', '1350'], 4287111]
[['1039', '2062'], 4315210]
[['2895', '1327'], 4324310]
[['3589', '3483'], 4323510]
[['484', '1373'], 4375710]
[['483', '3955'], 4372311]
[['488', '217'], 4394311]
[['1514', '2344'], 4408511]
[['4426', '1327'], 4324511]
[['2344', '4416'], 4296911]
[['605', '2186'], 4392410]
[['3589', '991'], 4304510]
[['1177', '1056'], 4374011]
[['3589', '1345'], 4310210]
[['485', '2132'], 4368611]
[['607', '4831'], 4307510]
[['484', '1467'], 4352710]
[['482', '70'], 4490611]
[['617', '50'], 4321811]
[['2309', '990'], 4357511]
[['70', '2118'], 4279610]
[['1599', '1888'], 4370411]
[['801', '381'], 4307211]
[['612', '4045'], 4328611]
[['922', '630'], 4320910]
[['323', '2335'], 4338111]
[['922', '601'], 4298911]
[['607', '1214'], 4327511]
[['1059', '1603'], 4304210]
[['922', '726'], 4333411]
[['1777', '3791'], 4298411]
[['922', '4673'], 4331010]
[['293', '2979'], 4318411]
[['622', '5698'], 4298911]
[['52', '1384'], 4363511]
[['2448', '3826'], 4415110]
[['291', '432'], 4351410]
[['3589', '1741'], 4357211]
[['2186', '3243'], 4366311]
[['488', '3374'], 4382211]
[['3589', '5097'], 4302610]
[['291', '2171'], 4298711]
[['2985', '4512'], 4297110]
[['2186', '2176'], 4299410]
[['612', '546'], 4340211]
[['54', '4015'], 4329011]
[['1164', '1912'], 4343611]
[['370', '1164'], 4534411]
[['638', '4759'], 4299811]
[['1637', '1162'], 4358111]
[['1164', '6710'], 4313911]
[['689', '3001'], 4488211]
[['1777', '3209'], 4354711]
[['146', '1700'], 4315210]
[['3826', '2939'], 4352011]
[['2093', '291'], 4433911]
[['1779', '673'], 4332910]
[['502', '1354'], 4295110]
[['861', '146'], 4407511]
[['488', '4755'], 4307411]
[['638', '5698'], 4299911]
[['2344', '4662'], 4352211]
[['3315', '1002'], 4303810]
[['485', '1503'], 4303510]
[['509', '1682'], 4363511]
[['3553', '1581'], 4435411]
[['1180', '4662'], 4352311]
[['485', '1741'], 4357710]
[['130', '502'], 4411111]
[['1545', '2985'], 4417211]
[['799', '610'], 4320711]
[['2081', '1327'], 4324811]
[['3181', '1632'], 4307111]
[['484', '1556'], 4320710]
[['1581', '1049'], 4365911]
[['1978', '2344'], 4394311]
[['70', '381'], 4288011]
[['3129', '2344'], 4404511]
[['82', '2335'], 4338510]
[['1515', '502'], 4405411]
[['3315', '3045'], 4324411]
[['1118', '799'], 4395810]
[['275', '1626'], 4305311]
[['295', '5686'], 4300210]
[['291', '4321'], 4357611]
[['484', '263'], 4381911]
[['1177', '2102'], 4318511]
[['3589', '443'], 4370911]
[['288', '2400'], 4341011]
[['3589', '4841'], 4318411]
[['488', '2184'], 4308511]
[['1581', '4625'], 4304011]
[['3764', '103'], 4299711]
[['567', '3826'], 4398611]
[['248', '3181'], 4398011]
[['2309', '2118'], 4298811]
[['3317', '57'], 4314211]
[['2186', '3297'], 4344211]
[['1057', '3969'], 4297910]
[['1180', '2402'], 4308111]
[['82', '120'], 4330811]
[['3001', '1260'], 4318811]
[['799', '2389'], 4346711]
[['1824', '291'], 4402511]
[['801', '841'], 4304611]
[['5101', '1850'], 4410611]
[['70', '4662'], 4333311]
[['484', '3121'], 4311711]
[['509', '3320'], 4295410]
[['1177', '3103'], 4309611]
[['622', '1848'], 4347911]
[['616', '3985'], 4316011]
[['801', '4614'], 4300311]
[['70', '2261'], 4306210]
[['291', '3483'], 4323611]
[['2985', '2128'], 4349510]
[['4035', '710'], 4310511]
[['927', '1850'], 4406211]
[['483', '2048'], 4356911]
[['4035', '559'], 4329911]
[['502', '6710'], 4313211]
[['4035', '583'], 4298410]
[['1545', '1180'], 4417111]
[['2344', '2885'], 4361311]
[['4035', '2456'], 4327111]
[['4035', '960'], 4353210]
[['70', '4506'], 4281811]
[['4035', '1196'], 4301511]
[['4035', '3826'], 4392011]
[['4035', '2062'], 4314310]
[['3764', '1008'], 4330211]
[['146', '5375'], 4338711]
[['616', '97'], 4319110]
[['4035', '3111'], 4301811]
[['2186', '4376'], 4306411]
[['487', '4439'], 4298911]
[['4035', '6333'], 4296211]
[['656', '3170'], 4316611]
[['323', '821'], 4320911]
[['483', '6711'], 4299411]
[['502', '1417'], 4337410]
[['291', '559'], 4329911]
[['1599', '808'], 4296410]
[['3181', '4835'], 4358910]
[['1850', '2959'], 4338211]
[['801', '548'], 4371810]
[['291', '1900'], 4301011]
[['4068', '1039'], 4429911]
[['1681', '3764'], 4395811]
[['3826', '864'], 4357711]
[['295', '3501'], 4348011]
[['487', '2876'], 4344511]
[['54', '690'], 4306211]
[['612', '1679'], 4310910]
[['2895', '19'], 4312410]
[['2344', '2234'], 4392011]
[['3181', '474'], 4376610]
[['3317', '872'], 4365910]
[['509', '830'], 4337311]
[['1581', '2211'], 4324311]
[['1850', '2128'], 4350111]
[['82', '3483'], 4323911]
[['1078', '1384'], 4363711]
[['622', '4015'], 4328911]
[['1164', '872'], 4366111]
[['288', '1460'], 4310011]
[['509', '3356'], 4366911]
[['3356', '1467'], 4327110]
[['656', '4737'], 4351211]
[['487', '6710'], 4313510]
[['1437', '3826'], 4442711]
[['3356', '2292'], 4274611]
[['3356', '1195'], 4279810]
[['2895', '3791'], 4297411]
[['3356', '3765'], 4282211]
[['1596', '3824'], 4319111]
[['3356', '1236'], 4305911]
[['70', '2044'], 4315011]
[['607', '128'], 4312710]
[['635', '1718'], 4317111]
[['3356', '238'], 4334311]
[['3356', '1214'], 4301910]
[['1637', '710'], 4311110]
[['1855', '852'], 4376911]
[['288', '674'], 4328011]
[['323', '1741'], 4357510]
[['291', '2387'], 4347411]
[['1865', '1850'], 4430111]
[['612', '5287'], 4328811]
[['323', '2184'], 4307111]
[['2895', '2171'], 4298411]
[['2324', '4960'], 4299611]
[['323', '1503'], 4303211]
[['347', '749'], 4434411]
[['291', '126'], 4353011]
[['2344', '981'], 4322411]
[['3187', '1779'], 4433611]
[['323', '3170'], 4316811]
[['291', '1726'], 4315611]
[['749', '1327'], 4324711]
[['527', '485'], 4456411]
[['3317', '4439'], 4299111]
[['485', '3198'], 4382011]
[['2041', '1637'], 4403911]
[['288', '115'], 4337411]
[['2985', '375'], 4308910]
[['2186', '1919'], 4334111]
[['3197', '2324'], 4574411]
[['3456', '483'], 4447011]
[['1104', '3969'], 4211111]
[['82', '2399'], 4331011]
[['502', '3988'], 4314810]
[['1059', '1143'], 4349711]
[['2985', '2234'], 4392211]
[['605', '4833'], 4392010]
[['70', '1417'], 4318611]
[['656', '1338'], 4319511]
[['3315', '5976'], 4299910]
[['622', '1033'], 4322310]
[['3315', '2866'], 4311411]
[['656', '1170'], 4299510]
[['1637', '559'], 4330510]
[['1105', '1660'], 4371111]
[['1466', '1164'], 4399111]
[['3764', '5098'], 4305810]
[['635', '5102'], 4321211]
[['52', '2109'], 4305411]
[['2344', '1063'], 4360911]
[['638', '3805'], 4297010]
[['1855', '9'], 4347410]
[['295', '1630'], 4296710]
[['1180', '1703'], 4297011]
[['72', '769'], 4305411]
[['1017', '2333'], 4349011]
[['605', '2371'], 4311011]
[['2895', '4839'], 4330211]
[['295', '243'], 4296410]
[['2186', '578'], 4327010]
[['621', '3762'], 4336211]
[['617', '5287'], 4309911]
[['2247', '1630'], 4296911]
[['1059', '3945'], 4357711]
[['3764', '23'], 4304510]
[['928', '1700'], 4296811]
[['605', '3272'], 4309311]
[['3001', '5095'], 4304911]
[['535', '5096'], 4304411]
[['535', '2888'], 4348711]
[['535', '4832'], 4312411]
[['3589', '114'], 4376411]
[['535', '6711'], 4299110]
[['2081', '1614'], 4324610]
[['483', '3156'], 4333110]
[['485', '720'], 4320310]
[['1855', '4045'], 4327811]
[['535', '1629'], 4331410]
[['3620', '2443'], 4311511]
[['535', '4065'], 4328010]
[['1457', '5565'], 4302411]
[['849', '583'], 4298410]
[['3826', '1036'], 4298710]
[['535', '2184'], 4307510]
[['3001', '4833'], 4391711]
[['1490', '1602'], 4357611]
[['1145', '535'], 4427211]
[['3315', '556'], 4362211]
[['5565', '552'], 4260011]
[['5565', '2178'], 4245310]
[['849', '3206'], 4300310]
[['635', '2876'], 4345010]
[['5565', '3805'], 4244411]
[['612', '2975'], 4303211]
[['5565', '47'], 4277711]
[['3826', '4015'], 4329110]
[['638', '4242'], 4320110]
[['2324', '2980'], 4318711]
[['217', '1629'], 4331910]
[['288', '5095'], 4305311]
[['251', '98'], 4334310]
[['251', '559'], 4311010]
[['3181', '2951'], 4302611]
[['323', '3669'], 4304210]
[['849', '1900'], 4301011]
[['251', '4684'], 4279911]
[['251', '2456'], 4308111]
[['251', '2062'], 4295310]
[['3680', '251'], 4400911]
[['2168', '2081'], 4406011]
[['251', '450'], 4320611]
[['1039', '2162'], 4339511]
[['1599', '3791'], 4297711]
[['1855', '574'], 4343511]
[['3620', '4242'], 4319310]
[['849', '2062'], 4314211]
[['3620', '3212'], 4326011]
[['251', '6333'], 4277211]
[['161', '4426'], 4416711]
[['323', '929'], 4332311]
[['643', '1069'], 4330010]
[['4426', '4721'], 4332511]
[['3001', '2129'], 4313410]
[['2324', '2267'], 4298811]
[['3826', '3378'], 4302710]
[['2895', '862'], 4324711]
[['616', '460'], 4300010]
[['635', '2129'], 4313910]
[['2948', '1104'], 4228610]
[['643', '2118'], 4298910]
[['134', '3001'], 4413911]
[['643', '5698'], 4299611]
[['635', '5095'], 4305510]
[['1056', '1197'], 4278511]
[['643', '690'], 4306811]
[['849', '3111'], 4301811]
[['2081', '1197'], 4297111]
[['3001', '3969'], 4297511]
[['616', '4442'], 4297711]
[['1490', '2417'], 4306110]
[['3347', '4395'], 4305310]
[['3437', '849'], 4431010]
[['852', '70'], 4358711]
[['849', '450'], 4339611]
[['1779', '125'], 4317710]
[['607', '3504'], 4309111]
[['616', '489'], 4313210]
[['1777', '2069'], 4299710]
[['622', '4242'], 4319011]
[['1581', '1855'], 4392110]
[['1855', '1603'], 4303010]
[['3315', '2037'], 4327711]
[['1057', '1704'], 4316810]
[['72', '101'], 4341110]
[['291', '929'], 4332311]
[['849', '6333'], 4296211]
[['3090', '243'], 4296111]
[['635', '1177'], 4392811]
[['487', '2258'], 4345810]
[['293', '740'], 4316111]
[['4426', '256'], 4332410]
[['485', '3985'], 4316311]
[['1777', '1614'], 4325010]
[['616', '444'], 4364411]
[['217', '4981'], 4348811]
[['288', '2979'], 4318511]
[['1180', '1460'], 4309811]
[['3090', '9'], 4347811]
[['2081', '702'], 4328610]
[['928', '29'], 4286711]
[['749', '991'], 4304811]
[['2019', '1017'], 4413910]
[['3315', '5100'], 4301611]
[['616', '2123'], 4311911]
[['1462', '2324'], 4403910]
[['621', '2127'], 4297111]
[['635', '1180'], 4392811]
[['622', '1923'], 4299210]
[['4426', '1112'], 4338511]
[['1855', '185'], 4384211]
[['487', '375'], 4308611]
[['749', '771'], 4308911]
[['4315', '3825'], 4321310]
[['217', '449'], 4367910]
[['3589', '1257'], 4323511]
[['1637', '720'], 4320511]
[['638', '509'], 4393011]
[['1056', '4721'], 4314211]
[['2985', '2118'], 4298611]
[['3620', '2849'], 4326511]
[['3620', '1991'], 4317111]
[['1177', '734'], 4307911]
[['622', '986'], 4371711]
[['295', '2045'], 4346111]
[['1599', '2876'], 4344411]
[['2081', '4721'], 4332910]
[['635', '4833'], 4392211]
[['3003', '1919'], 4334310]
[['616', '2127'], 4296711]
[['1855', '2045'], 4345510]
[['483', '704'], 4349711]
[['801', '1009'], 4322211]
[['1599', '381'], 4306811]
[['1637', '2012'], 4371811]
[['3317', '2979'], 4318411]
[['2081', '2885'], 4361511]
[['1056', '2160'], 4353211]
[['2985', '4759'], 4299311]
[['2344', '1611'], 4317911]
[['4315', '132'], 4375110]
[['2247', '704'], 4349411]
[['3826', '1660'], 4370311]
[['2324', '1534'], 4356610]
[['295', '704'], 4349111]
[['1829', '217'], 4402010]
[['1017', '3504'], 4309011]
[['1490', '3515'], 4318311]
[['2985', '5698'], 4299411]
[['2324', '1683'], 4339710]
[['1599', '4614'], 4300010]
[['532', '1702'], 4311910]
[['2081', '4059'], 4302311]
[['3347', '2279'], 4296310]
[['484', '883'], 4309210]
[['3620', '1692'], 4375810]
[['532', '1885'], 4361611]
[['2895', '771'], 4308411]
[['532', '2157'], 4304310]
[['3589', '929'], 4332210]
[['4426', '3103'], 4309510]
[['1105', '2276'], 4304010]
[['532', '3910'], 4307911]
[['288', '1350'], 4306311]
[['1490', '2948'], 4315111]
[['3348', '1105'], 4431510]
[['635', '1350'], 4306510]
[['509', '3210'], 4306910]
[['849', '656'], 4391911]
[['1599', '2261'], 4324911]
[['2247', '2279'], 4296511]
[['2186', '3669'], 4304111]
[['4426', '1884'], 4335110]
[['3003', '4426'], 4392211]
[['656', '2171'], 4298511]
[['616', '810'], 4331711]
[['1779', '103'], 4300211]
[['3317', '3969'], 4297811]
[['1490', '794'], 4317911]
[['635', '2171'], 4299211]
[['1599', '990'], 4357011]
[['2186', '628'], 4305910]
[['3090', '1816'], 4310410]
[['51', '54'], 4398110]
[['607', '1687'], 4307711]
[['291', '1113'], 4312911]
[['922', '4500'], 4299611]
[['922', '5096'], 4304611]
[['635', '3085'], 4379411]
[['922', '2258'], 4346210]
[['922', '4832'], 4312611]
[['217', '2184'], 4307911]
[['922', '6711'], 4299310]
[['605', '3515'], 4318311]
[['1637', '3669'], 4304710]
[['922', '1629'], 4331511]
[['1078', '2122'], 4363911]
[['2159', '3826'], 4409711]
[['922', '4065'], 4328210]
[['922', '4755'], 4306610]
[['922', '2184'], 4307710]
[['922', '1384'], 4363411]
[['1056', '5408'], 4316011]
[['2324', '946'], 4378911]
[['488', '3156'], 4333810]
[['1855', '1630'], 4295911]
[['1056', '256'], 4314011]
[['2284', '2344'], 4476911]
[['607', '1743'], 4345610]
[['3315', '1225'], 4331910]
[['3589', '3824'], 4318011]
[['2985', '3489'], 4315710]
[['293', '3272'], 4309411]
[['3620', '2119'], 4302411]
[['2081', '1651'], 4308910]
[['1057', '3810'], 4356911]
[['2324', '812'], 4313510]
[['52', '1708'], 4330711]
[['2344', '1703'], 4297010]
[['487', '1009'], 4322010]
[['617', '546'], 4321410]
[['1596', '578'], 4327910]
[['344', '612'], 4410011]
[['291', '50'], 4340610]
[['861', '928'], 4389310]
[['1017', '4509'], 4308910]
[['622', '2285'], 4328611]
[['2081', '771'], 4309011]
[['295', '3156'], 4332510]
[['1105', '3210'], 4307411]
[['293', '2948'], 4315211]
[['1490', '910'], 4351011]
[['3001', '1503'], 4303211]
[['72', '256'], 4332911]
[['2025', '617'], 4386011]
[['3826', '1352'], 4301211]
[['617', '833'], 4323011]
[['54', '3805'], 4296011]
[['291', '2012'], 4371410]
[['3589', '2843'], 4338011]
[['1177', '1660'], 4370710]
[['488', '3605'], 4312911]
[['295', '1607'], 4328511]
[['1177', '4840'], 4322411]
[['3181', '1699'], 4347010]
[['1490', '834'], 4318511]
[['487', '1703'], 4296911]
[['72', '740'], 4316411]
[['2344', '133'], 4317511]
[['1177', '1703'], 4297011]
[['635', '548'], 4371811]
[['5092', '3001'], 4410611]
[['1779', '3810'], 4357210]
[['588', '1017'], 4478711]
[['52', '430'], 4312911]
[['3090', '3156'], 4332211]
[['217', '3955'], 4372411]
[['638', '2285'], 4329710]
[['3826', '5102'], 4320611]
[['4426', '1651'], 4308511]
[['2324', '1133'], 4361311]
[['1855', '1143'], 4348511]
[['621', '489'], 4313511]
[['82', '720'], 4320311]
[['622', '2178'], 4296711]
[['617', '3084'], 4325510]
[['617', '6239'], 4278811]
[['1631', '293'], 4401011]
[['484', '1428'], 4331110]
[['2009', '4015'], 4330710]
[['3347', '724'], 4360811]
[['1145', '217'], 4427711]
[['638', '552'], 4312511]
[['2895', '4376'], 4306210]
[['2344', '1033'], 4322511]
[['487', '1353'], 4297911]
[['72', '3512'], 4300511]
[['295', '4395'], 4305310]
[['3826', '2409'], 4315210]
[['1180', '1033'], 4322611]
[['1777', '1651'], 4309211]
[['2985', '4015'], 4329411]
[['1596', '5976'], 4299810]
[['635', '299'], 4342411]
[['612', '3518'], 4360211]
[['617', '460'], 4281311]
[['54', '4242'], 4319210]
[['2186', '2281'], 4350010]
[['621', '810'], 4332111]
[['2324', '1105'], 4393711]
[['288', '4506'], 4301011]
[['204', '1078'], 4575911]
[['617', '3762'], 4317211]
[['4035', '685'], 4348911]
[['1078', '29'], 4305911]
[['509', '3092'], 4323711]
[['1596', '3400'], 4297411]
[['1059', '4426'], 4392810]
[['660', '1596'], 4480211]
[['4035', '3960'], 4298510]
[['928', '5375'], 4320411]
[['4035', '4315'], 4391711]
[['4035', '2038'], 4337110]
[['288', '4833'], 4392111]
[['54', '239'], 4359511]
[['621', '2119'], 4302810]
[['3620', '2371'], 4310811]
[['2324', '4837'], 4342711]
[['656', '1024'], 4327810]
[['638', '2178'], 4297711]
[['2344', '1036'], 4298811]
[['656', '2889'], 4308810]
[['217', '367'], 4364310]
[['1078', '2214'], 4383411]
[['622', '3776'], 4334411]
[['325', '54'], 4476411]
[['146', '1090'], 4325310]
[['656', '299'], 4341810]
[['1105', '47'], 4330111]
[['612', '3766'], 4295510]
[['52', '3605'], 4312210]
[['161', '72'], 4417410]
[['1017', '362'], 4387311]
[['72', '3515'], 4318810]
[['1596', '1434'], 4311810]
[['2344', '2173'], 4326410]
[['616', '3758'], 4309311]
[['295', '1683'], 4338811]
[['2247', '3356'], 4367211]
[['3356', '581'], 4318611]
[['4426', '1704'], 4316411]
[['1105', '3518'], 4360711]
[['2019', '3356'], 4388211]
[['3356', '3974'], 4294410]
[['2247', '1934'], 4331110]
[['817', '3356'], 4364811]
[['4426', '890'], 4380011]
[['487', '1346'], 4315511]
[['3356', '3504'], 4283411]
[['3356', '1687'], 4282110]
[['1056', '4838'], 4315210]
[['2941', '3356'], 4460911]
[['2324', '622'], 4392811]
[['2344', '1568'], 4342011]
[['3356', '1743'], 4319910]
[['293', '3515'], 4318510]
[['1855', '243'], 4295611]
[['4838', '1104'], 4247011]
[['4426', '4838'], 4333411]
[['72', '4838'], 4334011]
[['295', '2070'], 4386211]
[['2081', '4376'], 4306810]
[['485', '50'], 4340711]
[['1105', '828'], 4349110]
[['1017', '810'], 4332111]
[['3764', '1009'], 4321811]
[['1855', '3959'], 4317711]
[['72', '890'], 4380611]
[['1599', '5698'], 4299210]
[['638', '3152'], 4302811]
[['749', '1651'], 4308711]
[['2344', '3258'], 4337811]
[['1777', '771'], 4309411]
[['295', '1603'], 4303611]
[['656', '3363'], 4315111]
[['3589', '2130'], 4328311]
[['1490', '2371'], 4311011]
[['3315', '1406'], 4344011]
[['72', '5408'], 4335010]
[['1057', '834'], 4318611]
[['1177', '656'], 4392111]
[['4315', '1455'], 4388211]
[['621', '3212'], 4326311]
[['1779', '1827'], 4331011]
[['3589', '674'], 4327411]
[['656', '1327'], 4324311]
[['251', '2412'], 4283110]
[['217', '375'], 4309311]
[['2324', '2020'], 4381511]
[['295', '2116'], 4303511]
[['928', '2229'], 4328710]
[['293', '2126'], 4298810]
[['3826', '690'], 4306211]
[['2344', '2412'], 4302210]
[['2247', '3972'], 4345311]
[['1017', '2157'], 4304810]
[['509', '944'], 4386110]
[['2985', '4577'], 4321810]
[['3620', '1434'], 4310811]
[['146', '2038'], 4336911]
[['70', '5408'], 4315511]
[['288', '3384'], 4303811]
[['927', '3003'], 4405410]
[['621', '5510'], 4310910]
[['487', '3972'], 4345011]
[['1017', '2258'], 4346010]
[['52', '3988'], 4315411]
[['3620', '3764'], 4392210]
[['1039', '2324'], 4394010]
[['612', '2843'], 4338510]
[['849', '475'], 4303510]
[['82', '29'], 4305411]
[['4315', '2452'], 4323711]
[['605', '29'], 4305311]
[['3620', '5096'], 4304111]
[['1581', '47'], 4329911]
[['922', '2417'], 4306410]
[['1806', '1581'], 4427011]
[['51', '3181'], 4399111]
[['484', '1345'], 4310710]
[['4315', '601'], 4298110]
[['51', '3826'], 4398011]
[['54', '1373'], 4375211]
[['1581', '2417'], 4306311]
[['3826', '3805'], 4296011]
[['607', '1611'], 4318211]
[['1637', '3383'], 4309810]
[['1059', '2371'], 4311411]
[['3315', '4045'], 4329411]
[['323', '833'], 4341711]
[['1050', '509'], 4417010]
[['2985', '3272'], 4309411]
[['535', '848'], 4299411]
[['160', '54'], 4420911]
[['484', '1726'], 4315911]
[['535', '1539'], 4358711]
[['502', '1934'], 4330511]
[['621', '4970'], 4340110]
[['1779', '156'], 4359511]
[['3317', '3156'], 4332710]
[['535', '2852'], 4331511]
[['2009', '3272'], 4310611]
[['1681', '535'], 4396111]
[['2247', '9'], 4348311]
[['1830', '535'], 4393211]
[['2135', '5565'], 4348111]
[['484', '601'], 4298711]
[['275', '2417'], 4306611]
[['291', '6239'], 4297511]
[['535', '4660'], 4311411]
[['535', '3605'], 4311811]
[['5565', '1021'], 4280611]
[['509', '362'], 4387111]
[['607', '1257'], 4324111]
[['1017', '4960'], 4299011]
[['656', '4376'], 4306310]
[['5565', '3121'], 4259711]
[['1850', '1575'], 4317811]
[['1811', '5565'], 4298111]
[['487', '946'], 4378111]
[['342', '5565'], 4356311]
[['622', '1811'], 4349611]
[['2895', '2211'], 4323511]
[['989', '1017'], 4487511]
[['1779', '1912'], 4343610]
[['3181', '93'], 4356111]
[['1105', '601'], 4299210]
[['323', '6239'], 4297511]
[['251', '783'], 4334911]
[['1779', '6710'], 4313910]
[['616', '2367'], 4316911]
[['251', '4731'], 4285510]
[['485', '3383'], 4309411]
[['3405', '1779'], 4471011]
[['1056', '1194'], 4314611]
[['251', '475'], 4284411]
[['4315', '302'], 4335810]
[['251', '3825'], 4302611]
[['532', '1912'], 4342811]
[['1581', '1429'], 4311011]
[['251', '1349'], 4283711]
[['1599', '4721'], 4332610]
[['291', '967'], 4367111]
[['643', '1457'], 4354710]
[['484', '2409'], 4315511]
[['3001', '1468'], 4334510]
[['502', '4395'], 4305011]
[['335', '3001'], 4474110]
[['643', '986'], 4372411]
[['612', '862'], 4325211]
[['656', '3419'], 4332511]
[['616', '3719'], 4305511]
[['4988', '3001'], 4397811]
[['643', '430'], 4312811]
[['3001', '3515'], 4318210]
[['2081', '474'], 4375811]
[['643', '3805'], 4296611]
[['643', '4242'], 4319711]
[['70', '243'], 4277510]
[['291', '1771'], 4340510]
[['1039', '3407'], 4349011]
[['801', '119'], 4295910]
[['502', '2116'], 4303311]
[['3090', '1147'], 4353811]
[['607', '4840'], 4322611]
[['1637', '3762'], 4336411]
[['2324', '5094'], 4302210]
[['275', '6636'], 4298011]
[['1059', '1468'], 4335011]
[['275', '2196'], 4382511]
[['3181', '3605'], 4312511]
[['801', '5408'], 4334810]
[['288', '3810'], 4357110]
[['3003', '1593'], 4318111]
[['2309', '2279'], 4296611]
[['2081', '2103'], 4352711]
[['275', '2214'], 4383510]
[['275', '4242'], 4320110]
[['3347', '4006'], 4300910]
[['5565', '4625'], 4251910]
[['323', '610'], 4320110]
[['1812', '4426'], 4428710]
[['488', '128'], 4313611]
[['3315', '3512'], 4300911]
[['206', '3317'], 4408811]
[['24', '749'], 4429211]
[['2081', '133'], 4317810]
[['1105', '1352'], 4302110]
[['487', '4395'], 4305310]
[['4315', '19'], 4312310]
[['3181', '2395'], 4315110]
[['1754', '3826'], 4482711]
