[['368', '766', '217', '494'], 52230541196]
[['529', '883', '937', '177', '145', '438'], 5267923861]
[['766', '722', '354', '494', '883', '937'], 52846641031]
[['722', '684', '419', '692', '937', '438'], 52701441357]
[['368', '354', '684', '692', '177', '145'], 52887741260]
[['368', '692', '883', '177', '145', '438'], 52712841032]
[['368', '829', '354', '217', '692', '937'], 53014041335]
[['766', '354', '419', '120', '937', '177'], 5280803873]
[['529', '494', '692', '883', '937', '438'], 5273763883]
[['529', '766', '354', '217', '692', '177'], 52997541241]
[['766', '722', '419', '937', '177', '438'], 5278743997]
[['217', '692', '937', '177', '145', '438'], 5255093756]
[['368', '529', '766', '722', '419', '145'], 53165841466]
[['829', '722', '217', '494', '883', '145'], 52850441108]
[['722', '354', '684', '494', '177', '438'], 52746541400]
[['368', '766', '722', '354', '684', '177'], 5310303922]
[['368', '829', '120', '883', '177', '145'], 52882741171]
[['529', '766', '692', '883', '177', '145'], 5283713953]
[['722', '354', '419', '692', '883', '438'], 5278993802]
[['368', '722', '684', '494', '883', '937'], 52880941270]
[['722', '354', '494', '419', '120', '145'], 52726141477]
[['722', '354', '217', '419', '883', '937'], 5278493844]
[['368', '354', '494', '419', '883', '937'], 52882541260]
[['368', '529', '722', '684', '217', '177'], 53141041058]
[['829', '494', '419', '883', '177', '438'], 5276073750]
[['529', '722', '354', '494', '419', '145'], 52922141513]
[['368', '529', '419', '692', '883', '937'], 52952941481]
[['684', '217', '494', '883', '937', '438'], 52605141340]
[['829', '766', '684', '217', '419', '438'], 52910741422]
[['529', '766', '494', '120', '883', '177'], 52874241004]
[['722', '217', '494', '419', '120', '145'], 52703641463]
[['529', '217', '419', '692', '883', '438'], 5284143914]
[['368', '829', '766', '722', '354', '145'], 53173141209]
[['766', '354', '692', '177', '145', '438'], 52701841016]
[['829', '722', '354', '684', '217', '438'], 52910841452]
[['529', '766', '722', '494', '177', '438'], 52990641177]
[['766', '354', '692', '120', '937', '177'], 52759841108]
[['529', '829', '722', '354', '217', '883'], 53105241212]
[['829', '766', '684', '692', '120', '937'], 5287723828]
[['368', '766', '692', '120', '937', '177'], 52836541133]
[['217', '494', '692', '120', '937', '145'], 52675041038]
[['722', '354', '684', '120', '883', '177'], 5279043931]
[['368', '829', '354', '494', '177', '438'], 52979441100]
[['766', '722', '692', '120', '883', '438'], 52752241286]
[['368', '354', '494', '120', '883', '145'], 52861641083]
[['829', '684', '692', '120', '937', '177'], 52792641167]
[['529', '829', '684', '217', '177', '145'], 52963941137]
[['529', '766', '354', '177', '145', '438'], 52916541150]
[['529', '829', '722', '217', '494', '419'], 53088341261]
[['368', '529', '829', '217', '692', '937'], 53036741573]
[['829', '766', '722', '354', '145', '438'], 52984741098]
[['368', '529', '829', '766', '217', '494'], 53239641527]
[['368', '766', '684', '419', '692', '883'], 52954441080]
[['368', '684', '419', '120', '177', '145'], 52861441547]
[['368', '354', '684', '217', '494', '419'], 53043641181]
[['722', '494', '692', '120', '883', '937'], 5272663927]
[['368', '529', '217', '419', '145', '438'], 52953141195]
[['722', '684', '494', '419', '692', '438'], 52733141376]
[['529', '829', '684', '883', '145', '438'], 52896441487]
[['722', '354', '217', '120', '145', '438'], 52704341096]
[['766', '722', '217', '494', '419', '692'], 52875541159]
[['829', '684', '494', '883', '177', '438'], 52721741343]
[['368', '829', '217', '419', '692', '177'], 52923841318]
[['722', '494', '692', '937', '177', '145'], 52658241063]
[['368', '829', '692', '120', '883', '937'], 52877641206]
[['829', '354', '692', '883', '145', '438'], 5285503831]
[['684', '494', '419', '692', '145', '438'], 52602441341]
[['529', '722', '684', '217', '883', '177'], 52910341052]
[['529', '766', '722', '684', '120', '145'], 5301153815]
[['368', '684', '217', '419', '883', '937'], 52933941312]
[['368', '354', '217', '494', '937', '438'], 52896741095]
[['529', '354', '692', '120', '883', '937'], 52887041035]
[['829', '494', '120', '883', '145', '438'], 52688941033]
[['829', '722', '217', '883', '177', '145'], 52829441095]
[['766', '354', '684', '494', '883', '937'], 52809641016]
[['368', '766', '937', '177', '145', '438'], 52817241280]
[['529', '354', '684', '217', '692', '883'], 52996641155]
[['368', '722', '354', '494', '883', '438'], 52924941077]
[['368', '829', '766', '684', '120', '937'], 53018241300]
[['368', '529', '829', '722', '692', '145'], 53119341076]
[['722', '692', '937', '177', '145', '438'], 5262453760]
[['368', '829', '722', '692', '883', '145'], 52988041024]
[['368', '354', '692', '883', '937', '438'], 52853941072]
[['368', '722', '354', '692', '937', '177'], 52908541107]
[['829', '722', '494', '419', '120', '937'], 5288893995]
[['368', '829', '766', '354', '217', '177'], 53174741182]
[['529', '217', '120', '883', '937', '177'], 52788441082]
[['368', '120', '883', '937', '145', '438'], 52752141320]
[['368', '829', '494', '419', '937', '177'], 5290173994]
[['368', '354', '494', '692', '120', '177'], 52867441148]
[['766', '354', '419', '692', '145', '438'], 52731841015]
[['368', '829', '722', '937', '177', '145'], 52944641169]
[['354', '217', '692', '883', '177', '438'], 5270653804]
[['368', '529', '354', '419', '145', '438'], 53013841196]
[['684', '494', '692', '120', '883', '145'], 5267743900]
[['529', '766', '354', '883', '937', '438'], 52923941145]
[['529', '722', '419', '120', '883', '177'], 5290473981]
[['722', '684', '217', '494', '937', '438'], 52694341371]
[['829', '722', '684', '217', '494', '145'], 52918541109]
[['829', '354', '684', '692', '120', '883'], 5291633991]
[['766', '354', '684', '419', '883', '937'], 5286633820]
[['766', '722', '354', '217', '419', '438'], 52854441054]
[['368', '494', '419', '692', '883', '937'], 52761641202]
[['354', '217', '494', '419', '120', '438'], 52746241075]
[['368', '354', '419', '120', '937', '438'], 52861041348]
[['368', '529', '722', '494', '120', '883'], 53068041658]
[['829', '354', '419', '120', '177', '145'], 52762641513]
[['368', '766', '722', '684', '120', '937'], 53012141280]
[['829', '354', '684', '217', '494', '438'], 52924841450]
[['829', '354', '494', '419', '120', '883'], 52862241405]
[['722', '354', '692', '120', '937', '177'], 52755941083]
[['368', '766', '684', '494', '419', '145'], 52929541396]
[['829', '722', '684', '494', '883', '438'], 52820341382]
[['368', '217', '419', '883', '145', '438'], 52809341054]
[['217', '883', '937', '177', '145', '438'], 5255173731]
[['354', '684', '217', '692', '177', '438'], 52712241402]
[['368', '829', '722', '494', '120', '177'], 52998641017]
[['829', '722', '354', '419', '883', '177'], 52928941061]
[['766', '684', '419', '883', '937', '145'], 52715941327]
[['368', '684', '494', '419', '937', '145'], 52807941352]
[['354', '684', '494', '883', '937', '145'], 52696441012]
[['829', '354', '419', '692', '120', '177'], 52834841195]
[['684', '217', '494', '692', '120', '937'], 52776241014]
[['368', '766', '354', '494', '883', '937'], 52959441300]
[['368', '766', '722', '217', '692', '120'], 53018141182]
[['368', '529', '829', '419', '692', '145'], 53014341466]
[['829', '354', '494', '937', '145', '438'], 5282133822]
[['722', '354', '217', '883', '177', '438'], 5274903802]
[['368', '829', '722', '354', '684', '120'], 53111741495]
[['529', '829', '766', '217', '692', '438'], 53043741200]
[['368', '529', '766', '494', '692', '438'], 52997241422]
[['529', '766', '684', '217', '692', '177'], 52939541217]
[['829', '684', '217', '494', '120', '145'], 52861341115]
[['829', '766', '684', '494', '692', '177'], 52892941195]
[['529', '354', '684', '692', '177', '438'], 52848241516]
[['529', '766', '354', '692', '177', '438'], 52923641167]
[['368', '529', '766', '684', '419', '883'], 53161741318]
[['368', '529', '722', '354', '684', '937'], 53141641561]
[['529', '829', '722', '684', '494', '145'], 53068441025]
[['368', '494', '419', '177', '145', '438'], 52730741019]
[['368', '722', '494', '883', '145', '438'], 52834241044]
[['529', '722', '684', '494', '419', '145'], 52911241371]
[['368', '766', '354', '684', '692', '177'], 52988441133]
[['766', '684', '217', '494', '692', '177'], 52799541146]
[['829', '766', '217', '494', '937', '438'], 52916341064]
[['829', '722', '217', '419', '883', '937'], 5289953889]
[['368', '766', '722', '419', '120', '937'], 53022641264]
[['529', '766', '722', '217', '692', '177'], 52982341216]
[['368', '529', '829', '494', '419', '177'], 53095541062]
[['529', '494', '419', '883', '937', '177'], 5275103931]
[['829', '766', '354', '684', '419', '883'], 53027541114]
[['354', '494', '692', '883', '177', '438'], 5266373777]
[['722', '684', '494', '692', '120', '177'], 52785441070]
[['529', '829', '354', '217', '883', '937'], 53036041190]
[['722', '217', '120', '883', '937', '177'], 52720741025]
[['529', '829', '494', '419', '120', '145'], 52931941444]
[['529', '354', '217', '494', '883', '937'], 52862941314]
[['368', '529', '684', '217', '494', '692'], 53071541518]
[['829', '766', '354', '419', '692', '438'], 52954641083]
[['368', '766', '217', '494', '419', '120'], 53011041206]
[['529', '766', '883', '177', '145', '438'], 52821241096]
[['829', '766', '494', '120', '937', '145'], 52852641006]
[['368', '529', '354', '217', '419', '937'], 53094841595]
[['529', '766', '217', '494', '937', '438'], 52899041167]
[['829', '766', '722', '692', '120', '145'], 5293343844]
[['829', '494', '692', '120', '937', '145'], 5276373977]
[['766', '722', '684', '494', '937', '145'], 5280803912]
[['368', '766', '354', '419', '692', '145'], 52937441542]
[['829', '217', '494', '120', '177', '145'], 52760441278]
[['368', '722', '354', '419', '692', '438'], 52941941090]
[['829', '684', '217', '692', '145', '438'], 52795441390]
[['829', '722', '419', '883', '937', '177'], 52867941042]
[['529', '766', '722', '354', '494', '937'], 53057841340]
[['829', '354', '217', '692', '120', '883'], 52908241021]
[['354', '419', '937', '177', '145', '438'], 5259143731]
[['829', '766', '354', '494', '120', '145'], 52930041160]
[['722', '217', '494', '692', '145', '438'], 5272273804]
[['722', '354', '684', '419', '883', '937'], 5282283795]
[['368', '494', '419', '120', '145', '438'], 52746841304]
[['766', '217', '494', '883', '145', '438'], 5268963992]
[['368', '529', '692', '883', '937', '438'], 52882641164]
[['368', '494', '419', '883', '937', '438'], 52753741014]
[['368', '722', '354', '217', '419', '120'], 53024641183]
[['722', '419', '692', '120', '937', '438'], 52717941042]
[['829', '766', '722', '684', '120', '177'], 5294383958]
[['722', '217', '692', '883', '937', '145'], 52716841032]
[['829', '354', '692', '120', '145', '438'], 52783141108]
[['368', '529', '722', '692', '937', '438'], 52973641189]
[['722', '684', '494', '937', '177', '145'], 52696141052]
[['368', '829', '722', '217', '120', '438'], 52997541387]
[['529', '722', '217', '692', '883', '438'], 5289833934]
[['368', '829', '419', '120', '177', '438'], 52884941336]
[['529', '684', '494', '692', '937', '438'], 52779341484]
[['766', '684', '494', '120', '937', '145'], 5274083917]
[['368', '354', '494', '883', '177', '438'], 52847041059]
[['766', '722', '217', '419', '883', '177'], 5282023998]
[['722', '354', '883', '937', '177', '145'], 52704141192]
[['829', '217', '494', '883', '937', '177'], 52757041142]
[['766', '722', '419', '692', '937', '438'], 52788641013]
[['368', '766', '217', '120', '883', '937'], 52967141298]
[['829', '354', '684', '419', '177', '145'], 52848941504]
[['368', '829', '766', '494', '883', '438'], 52954841294]
[['529', '829', '766', '684', '692', '177'], 53024941258]
[['766', '354', '494', '883', '937', '177'], 5277003929]
[['766', '722', '419', '120', '883', '145'], 52783441182]
[['529', '722', '354', '684', '937', '145'], 52927341070]
[['529', '354', '419', '692', '177', '145'], 52823341496]
[['722', '217', '692', '120', '177', '438'], 52683441072]
[['368', '829', '722', '120', '883', '145'], 53019041031]
[['368', '766', '217', '937', '177', '438'], 52897641311]
[['529', '217', '494', '419', '120', '145'], 52833141507]
[['368', '529', '829', '766', '684', '494'], 53213041543]
[['529', '829', '766', '722', '354', '937'], 53188241203]
[['368', '684', '494', '692', '883', '177'], 52786941162]
[['368', '766', '722', '494', '883', '177'], 5297583985]
[['529', '722', '217', '177', '145', '438'], 5282703919]
[['354', '684', '494', '692', '937', '177'], 52763141052]
[['368', '829', '354', '419', '937', '177'], 53010241025]
[['368', '217', '494', '692', '177', '438'], 52781041065]
[['529', '722', '684', '692', '883', '145'], 5293903777]
[['829', '766', '722', '217', '883', '145'], 5298743973]
[['368', '494', '692', '120', '883', '177'], 52747141203]
[['684', '494', '419', '883', '177', '145'], 52587841481]
[['829', '766', '354', '217', '177', '145'], 52952941265]
[['684', '217', '494', '419', '883', '438'], 52651041348]
[['766', '684', '217', '692', '883', '438'], 52723641379]
[['529', '722', '494', '177', '145', '438'], 5284683917]
[['368', '529', '766', '722', '120', '145'], 53197341077]
[['529', '766', '692', '120', '883', '937'], 52881041044]
[['722', '354', '684', '692', '937', '177'], 52795341041]
[['368', '829', '722', '354', '692', '145'], 53028941165]
[['829', '684', '494', '692', '120', '177'], 52824141173]
[['766', '722', '684', '217', '120', '145'], 5283553878]
[['368', '529', '766', '354', '692', '883'], 53151441308]
[['368', '766', '354', '217', '494', '438'], 53025941365]
[['354', '684', '217', '494', '883', '177'], 52770841009]
[['368', '829', '419', '692', '177', '438'], 52854441063]
[['368', '766', '217', '419', '692', '177'], 52932041198]
[['368', '354', '684', '494', '883', '145'], 52917141087]
[['529', '829', '684', '120', '937', '177'], 5294123995]
[['368', '529', '217', '692', '145', '438'], 52947141207]
[['368', '217', '120', '937', '177', '438'], 52793541353]
[['368', '829', '494', '120', '937', '145'], 5286233995]
[['529', '120', '883', '937', '145', '438'], 52707341157]
[['368', '217', '494', '120', '937', '177'], 52845041004]
[['368', '722', '217', '419', '692', '883'], 5294533983]
[['529', '722', '354', '217', '692', '937'], 52960841136]
[['368', '829', '354', '937', '177', '145'], 52937241304]
[['529', '722', '354', '692', '883', '177'], 52933641204]
[['529', '829', '354', '684', '937', '177'], 53038341028]
[['368', '529', '722', '217', '419', '120'], 5315173999]
[['529', '722', '684', '419', '692', '883'], 52962141082]
[['766', '722', '684', '494', '883', '937'], 52786741019]
[['368', '766', '692', '120', '177', '145'], 52830941148]
[['368', '529', '829', '766', '684', '120'], 53202341521]
[['368', '529', '217', '692', '883', '438'], 52979541201]
[['368', '529', '354', '684', '217', '937'], 53135741599]
[['829', '766', '494', '120', '883', '145'], 52826841003]
[['766', '354', '684', '937', '177', '438'], 52757041384]
[['368', '766', '684', '217', '494', '177'], 5300693989]
[['829', '419', '692', '120', '883', '937'], 5281753773]
[['368', '494', '419', '120', '883', '177'], 5282353994]
[['766', '217', '494', '883', '937', '438'], 5270243998]
[['684', '494', '692', '937', '177', '438'], 52589341332]
[['368', '529', '217', '883', '145', '438'], 52974541204]
[['829', '217', '419', '692', '120', '438'], 52800641085]
[['368', '829', '722', '684', '120', '883'], 53071341063]
[['829', '722', '354', '217', '419', '883'], 5295943997]
[['529', '494', '120', '883', '937', '438'], 52706141150]
[['368', '829', '766', '692', '177', '145'], 52913241192]
[['829', '766', '684', '494', '419', '692'], 52960641317]
[['829', '684', '217', '419', '177', '438'], 52795141380]
[['368', '529', '722', '692', '883', '145'], 53054841019]
[['529', '494', '419', '692', '937', '177'], 52808041087]
[['529', '722', '217', '692', '177', '438'], 5286253937]
[['529', '766', '354', '217', '419', '177'], 53036041001]
[['368', '829', '766', '722', '145', '438'], 53063341345]
[['368', '529', '722', '354', '177', '145'], 53119241315]
[['217', '494', '692', '120', '145', '438'], 52647541068]
[['368', '722', '494', '419', '120', '883'], 52922041429]
[['766', '722', '354', '494', '883', '177'], 5285143931]
[['829', '217', '494', '883', '937', '438'], 5278013793]
[['829', '354', '684', '419', '120', '145'], 52855541352]
[['368', '766', '217', '692', '937', '145'], 52880541111]
[['368', '829', '766', '494', '419', '883'], 53033641537]
[['829', '766', '354', '684', '217', '883'], 53043141184]
[['368', '419', '883', '937', '177', '438'], 52797541035]
[['529', '829', '354', '217', '494', '883'], 53055741661]
[['766', '722', '419', '120', '937', '145'], 52768041358]
[['829', '684', '217', '120', '883', '145'], 5284713927]
[['354', '217', '419', '692', '120', '145'], 52706641415]
[['766', '354', '217', '494', '419', '692'], 52907641151]
[['766', '217', '692', '937', '177', '438'], 52690141002]
[['766', '722', '684', '217', '120', '883'], 52842941147]
[['529', '829', '766', '722', '354', '419'], 53221541246]
[['354', '217', '692', '120', '883', '145'], 5274263990]
[['766', '354', '419', '120', '937', '438'], 52755541280]
[['368', '722', '684', '217', '419', '177'], 5299073973]
[['766', '684', '217', '494', '692', '438'], 52761641407]
[['766', '354', '692', '120', '937', '438'], 52728841300]
[['529', '766', '722', '692', '120', '438'], 52937741437]
[['368', '217', '692', '120', '145', '438'], 52786441357]
[['368', '494', '692', '120', '883', '937'], 52754441182]
[['368', '354', '692', '883', '937', '145'], 52857141088]
[['354', '684', '494', '692', '177', '438'], 52705141393]
[['722', '354', '494', '120', '937', '438'], 52730141077]
[['368', '766', '722', '354', '937', '177'], 5306393920]
[['829', '217', '494', '120', '145', '438'], 52762141079]
[['368', '829', '217', '419', '120', '177'], 52978041119]
[['529', '829', '494', '883', '937', '177'], 52856341092]
[['722', '354', '120', '937', '177', '438'], 52705341065]
[['829', '766', '722', '354', '177', '438'], 52991141094]
[['829', '354', '494', '937', '177', '438'], 5284193820]
[['368', '354', '684', '692', '937', '145'], 52896041094]
[['529', '217', '494', '419', '120', '937'], 52868341277]
[['354', '217', '692', '883', '177', '145'], 52676841149]
[['368', '529', '722', '684', '120', '177'], 5315213993]
[['684', '217', '494', '883', '177', '438'], 52605541335]
[['368', '829', '722', '354', '120', '937'], 53043441288]
[['368', '829', '419', '692', '937', '438'], 52856941055]
[['829', '722', '354', '684', '217', '692'], 53001941023]
[['829', '722', '217', '494', '692', '438'], 5292173849]
[['722', '354', '684', '494', '419', '692'], 5287013853]
[['829', '419', '120', '883', '177', '438'], 52732741022]
[['529', '766', '722', '494', '937', '438'], 52953041170]
[['529', '354', '684', '217', '419', '883'], 52986741146]
[['829', '766', '684', '692', '883', '177'], 52852441282]
[['529', '722', '354', '217', '494', '692'], 5302423941]
[['368', '354', '494', '120', '177', '145'], 52864941263]
[['368', '766', '217', '419', '692', '438'], 52908741313]
[['368', '829', '766', '684', '217', '120'], 53106941512]
[['829', '684', '692', '120', '883', '177'], 52789541260]
[['529', '766', '494', '120', '883', '937'], 52854041258]
[['529', '829', '766', '354', '419', '145'], 53116641430]
[['529', '217', '419', '692', '120', '883'], 52886841168]
[['722', '354', '494', '419', '120', '883'], 52771641365]
[['368', '766', '684', '692', '937', '145'], 5286593964]
[['494', '419', '120', '177', '145', '438'], 5253923988]
[['368', '529', '829', '217', '937', '438'], 53031741216]
[['368', '766', '354', '684', '937', '177'], 5302853907]
[['368', '354', '494', '419', '883', '438'], 52886041055]
[['722', '684', '494', '419', '937', '438'], 52688941352]
[['368', '829', '354', '494', '692', '937'], 52956641278]
[['766', '722', '692', '120', '937', '177'], 52785441093]
[['368', '217', '120', '937', '145', '438'], 52776041353]
[['368', '766', '354', '217', '937', '438'], 52995141354]
[['368', '829', '722', '419', '692', '145'], 52939141433]
[['766', '722', '217', '494', '419', '120'], 52880541089]
[['529', '766', '692', '883', '937', '145'], 5285463958]
[['766', '354', '684', '217', '494', '177'], 5290533948]
[['529', '722', '684', '217', '692', '883'], 52959641132]
[['829', '722', '217', '883', '177', '438'], 5285363805]
[['368', '529', '829', '419', '692', '883'], 53078441168]
[['368', '529', '829', '766', '217', '120'], 53223941555]
[['529', '354', '692', '120', '883', '177'], 52861441239]
[['368', '684', '419', '120', '883', '177'], 52936941009]
[['529', '829', '722', '684', '217', '494'], 53110841008]
[['722', '354', '684', '217', '883', '937'], 5282343851]
[['529', '766', '722', '354', '120', '438'], 52977441460]
[['829', '766', '722', '684', '494', '937'], 52990541091]
[['829', '494', '120', '883', '937', '438'], 52701041032]
[['529', '766', '722', '419', '883', '438'], 52967041146]
[['766', '722', '217', '419', '145', '438'], 52744741009]
[['722', '120', '883', '937', '177', '438'], 52667741024]
[['368', '829', '692', '120', '883', '438'], 52848141331]
[['829', '354', '692', '883', '177', '438'], 5282763819]
[['684', '494', '419', '692', '120', '937'], 5275633949]
[['368', '217', '419', '177', '145', '438'], 52766541049]
[['368', '829', '722', '692', '145', '438'], 52932641087]
[['368', '722', '354', '692', '145', '438'], 52899041099]
[['766', '722', '419', '692', '120', '145'], 52780041185]
[['829', '766', '354', '419', '120', '937'], 5296273854]
[['368', '354', '494', '692', '120', '937'], 52864841226]
[['529', '120', '883', '937', '177', '438'], 52711841145]
[['829', '766', '722', '419', '120', '883'], 52971441093]
[['766', '354', '419', '692', '883', '937'], 5284003799]
[['368', '722', '354', '494', '120', '883'], 52957341437]
[['368', '529', '354', '419', '120', '145'], 53061141569]
[['368', '829', '120', '883', '937', '145'], 52890541006]
[['529', '829', '766', '684', '883', '145'], 5305763867]
[['368', '829', '354', '217', '419', '692'], 53060741660]
[['722', '684', '217', '494', '419', '937'], 52777341031]
[['529', '494', '692', '883', '177', '438'], 5273803881]
[['829', '722', '684', '217', '145', '438'], 52831641399]
[['766', '722', '354', '217', '145', '438'], 52823341065]
[['368', '494', '937', '177', '145', '438'], 52703041026]
[['368', '722', '692', '883', '145', '438'], 52862741063]
[['368', '829', '494', '419', '177', '438'], 52907541055]
[['829', '766', '722', '494', '692', '145'], 52973841020]
[['368', '529', '722', '494', '120', '937'], 53059141526]
[['368', '722', '684', '494', '692', '883'], 52893541399]
[['722', '217', '494', '419', '883', '177'], 5269933969]
[['368', '829', '722', '937', '177', '438'], 52948441083]
[['722', '354', '419', '692', '883', '145'], 52745941290]
[['829', '354', '419', '120', '937', '438'], 52821641080]
[['529', '722', '354', '494', '692', '120'], 53017641093]
[['722', '494', '692', '937', '145', '438'], 5268753778]
[['368', '684', '217', '419', '883', '145'], 52901941510]
[['529', '766', '354', '684', '145', '438'], 52925441533]
[['829', '494', '419', '883', '177', '145'], 52686841537]
[['529', '722', '937', '177', '145', '438'], 5278903901]
[['368', '529', '766', '722', '354', '177'], 5327083996]
[['529', '766', '722', '177', '145', '438'], 52934341149]
[['368', '829', '722', '494', '120', '937'], 52978441271]
[['368', '217', '692', '883', '145', '438'], 52804841068]
[['529', '829', '722', '354', '883', '937'], 53074141148]
[['354', '217', '494', '419', '883', '438'], 5273673782]
[['354', '684', '494', '883', '145', '438'], 52639841355]
[['368', '766', '722', '684', '883', '937'], 53008141296]
[['829', '354', '684', '217', '494', '692'], 53018041000]
[['766', '354', '684', '494', '883', '177'], 5281373923]
[['722', '354', '692', '120', '145', '438'], 52718141095]
[['829', '354', '419', '692', '177', '438'], 5284383823]
[['354', '684', '494', '419', '883', '937'], 5276063976]
[['368', '766', '354', '494', '419', '883'], 53018641526]
[['368', '529', '829', '684', '494', '177'], 53114841068]
[['368', '766', '883', '177', '145', '438'], 52853741275]
[['529', '766', '684', '217', '419', '177'], 5298453975]
[['529', '829', '722', '217', '120', '438'], 52997741241]
[['368', '529', '766', '354', '883', '438'], 53142641453]
[['354', '684', '217', '692', '937', '438'], 52747741405]
[['829', '354', '217', '692', '120', '177'], 52852641304]
[['829', '684', '217', '494', '937', '145'], 52842541101]
[['368', '829', '766', '937', '177', '145'], 52967141202]
[['529', '354', '684', '692', '120', '883'], 52963241145]
[['529', '766', '722', '217', '419', '177'], 5301353968]
[['368', '354', '684', '217', '494', '145'], 52987941240]
[['368', '529', '766', '684', '494', '145'], 53112341049]
[['722', '354', '217', '120', '883', '438'], 52744241093]
[['529', '217', '494', '937', '145', '438'], 5275763918]
[['722', '684', '419', '692', '937', '145'], 52710741312]
[['368', '529', '722', '354', '684', '494'], 53187741521]
[['529', '722', '684', '494', '937', '438'], 52828441497]
[['722', '354', '217', '883', '177', '145'], 52719141149]
[['368', '829', '217', '494', '937', '177'], 52919441107]
[['529', '829', '766', '217', '494', '438'], 53092641213]
[['368', '217', '494', '120', '177', '145'], 52834441272]
[['529', '766', '722', '684', '120', '883'], 52998841285]
[['829', '722', '217', '419', '937', '177'], 52862441056]
[['368', '354', '217', '494', '419', '937'], 52944741328]
[['529', '722', '354', '692', '883', '145'], 5295523918]
[['368', '766', '722', '419', '883', '937'], 53023641287]
[['354', '494', '692', '883', '937', '438'], 5268613782]
[['529', '766', '354', '692', '120', '177'], 52951341175]
[['529', '829', '766', '722', '120', '883'], 53112241333]
[['829', '766', '494', '419', '692', '438'], 52903741054]
[['529', '354', '684', '419', '692', '937'], 52967941079]
[['368', '529', '829', '722', '494', '883'], 53126941648]
[['684', '217', '494', '419', '692', '883'], 52752441398]
[['368', '722', '354', '684', '217', '120'], 53063841191]
[['722', '217', '120', '883', '145', '438'], 52686241061]
[['368', '529', '684', '217', '692', '177'], 53043341265]
[['829', '766', '684', '217', '419', '120'], 52956541426]
[['529', '722', '354', '684', '494', '438'], 52934241546]
[['829', '722', '494', '419', '120', '883'], 52870141404]
[['368', '829', '766', '354', '419', '177'], 53156741072]
[['529', '766', '217', '494', '883', '937'], 52885541335]
[['354', '684', '217', '419', '120', '937'], 5281713830]
[['529', '722', '217', '883', '937', '145'], 52839341067]
[['368', '829', '419', '120', '177', '145'], 52865141582]
[['829', '766', '722', '692', '937', '145'], 52943241007]
[['368', '766', '354', '419', '937', '145'], 52957241541]
[['368', '722', '354', '217', '419', '883'], 53032441034]
[['684', '494', '692', '120', '883', '937'], 5268553941]
[['829', '766', '354', '494', '937', '145'], 52958441146]
[['722', '354', '217', '419', '937', '177'], 5275843899]
[['529', '829', '494', '419', '883', '145'], 52890541420]
[['529', '354', '217', '494', '937', '145'], 52865541201]
[['529', '722', '419', '120', '883', '145'], 52875341205]
[['722', '217', '494', '692', '120', '438'], 52759641092]
[['368', '217', '494', '692', '937', '438'], 52776441059]
[['368', '529', '692', '883', '937', '145'], 5290513987]
[['368', '494', '419', '692', '937', '177'], 52760041053]
[['722', '217', '692', '883', '145', '438'], 5271823791]
[['722', '494', '692', '120', '883', '438'], 52697541048]
[['829', '766', '722', '217', '177', '145'], 52947141133]
[['829', '354', '692', '120', '883', '438'], 52821241102]
[['368', '722', '354', '419', '120', '883'], 53023041011]
[['368', '829', '722', '217', '120', '177'], 53035441126]
[['829', '722', '419', '883', '937', '145'], 52826541386]
[['529', '766', '722', '354', '692', '937'], 53039341127]
[['722', '354', '684', '419', '883', '438'], 52746941384]
[['368', '766', '722', '217', '692', '883'], 53015941133]
[['829', '722', '684', '494', '692', '883'], 52907241405]
[['529', '684', '494', '692', '120', '937'], 52891841252]
[['368', '529', '829', '354', '684', '217'], 53277341303]
[['766', '684', '494', '120', '883', '145'], 5271193915]
[['722', '354', '684', '120', '883', '937'], 5281183769]
[['829', '722', '354', '177', '145', '438'], 5285893832]
[['722', '684', '419', '120', '177', '145'], 52705041313]
[['829', '354', '684', '692', '120', '177'], 52869041191]
[['829', '722', '354', '419', '883', '438'], 5294073825]
[['766', '354', '494', '883', '937', '438'], 52749641015]
[['368', '766', '217', '494', '419', '883'], 52967541570]
[['529', '829', '684', '217', '937', '177'], 52970541115]
[['529', '829', '354', '494', '419', '883'], 53048641611]
[['529', '829', '419', '692', '937', '438'], 5293323930]
[['354', '692', '120', '937', '177', '145'], 52629141206]
[['829', '354', '494', '419', '883', '438'], 5287933803]
[['829', '766', '722', '937', '145', '438'], 52920041052]
[['766', '722', '354', '684', '217', '494'], 5293403936]
[['368', '354', '494', '883', '937', '438'], 52824141054]
[['368', '684', '494', '692', '883', '937'], 52785741226]
[['529', '829', '354', '177', '145', '438'], 5295493947]
[['368', '684', '217', '494', '120', '883'], 52919441533]
[['766', '494', '419', '120', '937', '145'], 52703341346]
[['368', '766', '722', '494', '883', '438'], 52932541300]
[['368', '829', '354', '419', '177', '438'], 53013041101]
[['368', '766', '684', '419', '692', '177'], 52926341088]
[['368', '529', '419', '692', '883', '438'], 52966541175]
[['684', '494', '419', '883', '145', '438'], 52546241308]
[['529', '354', '419', '692', '937', '177'], 52878641102]
[['722', '217', '692', '120', '177', '145'], 52692141033]
[['368', '829', '722', '120', '177', '438'], 52951841364]
[['722', '419', '692', '883', '177', '145'], 52642841312]
[['829', '766', '354', '217', '494', '145'], 53013141289]
[['766', '684', '217', '692', '883', '145'], 5277973866]
[['217', '419', '692', '883', '937', '177'], 52646841210]
