['278', 379810]
[['282', '76'], 47077229]
[['356', '351'], 4228516]
[['403', '367'], 4244214]
[['261', '458'], 4272019]
[['111', '5'], 42845211]
[['77', '403'], 4258019]
[['131', '198'], 4234019]
[['76', '117'], 4431019]
[['5', '392'], 4216118]
[['255', '403'], 44145212]
[['407', '44'], 42615210]
[['148', '27'], 4369313]
[['78', '367'], 4331517]
[['333', '356'], 43439212]
[['267', '519'], 4273312]
[['304', '27'], 4199915]
[['107', '108'], 4170018]
[['245', '396'], 4240414]
[['214', '77'], 4270614]
[['192', '77'], 4324419]
[['200', '304'], 42795210]
[['152', '367'], 4418518]
[['200', '75'], 4238316]
[['450', '27'], 4202815]
[['55', '448'], 4294616]
[['425', '400'], 4151010]
[['20', '200'], 44117215]
[['121', '276'], 4259513]
[['340', '274'], 4258813]
[['218', '142'], 4261816]
[['403', '276'], 4200611]
[['103', '448'], 42388210]
[['409', '175'], 43741212]
[['192', '230'], 43155212]
[['298', '214'], 4321219]
[['377', '97'], 43523210]
[['131', '176'], 4213713]
[['403', '149'], 4222913]
[['248', '390'], 4166414]
[['450', '304'], 4244318]
[['230', '400'], 4194516]
[['503', '381'], 4184813]
[['280', '381'], 4208713]
[['192', '225'], 4327616]
[['299', '392'], 4287717]
[['407', '305'], 42765212]
[['214', '225'], 42729210]
[['152', '322'], 44235212]
[['69', '381'], 4322317]
[['72', '114'], 43841215]
[['225', '400'], 4206115]
[['448', '411'], 4215519]
[['144', '356'], 44335213]
[['349', '425'], 4257817]
[['248', '519'], 4173815]
[['248', '269'], 4178513]
[['335', '392'], 4353817]
[['372', '107'], 4322117]
[['158', '304'], 43834211]
[['351', '286'], 4182312]
[['75', '425'], 4155716]
[['396', '286'], 4191516]
[['202', '198'], 4239613]
[['409', '269'], 4285618]
[['263', '341'], 4242615]
[['339', '425'], 4225714]
[['316', '279'], 4161216]
[['130', '316'], 4334015]
[['894', '193'], 4341512]
[['283', '403'], 4304118]
[['305', '201'], 4235314]
[['149', '278'], 4173016]
[['454', '373'], 4158017]
[['97', '381'], 4171514]
[['223', '107'], 4263417]
[['304', '97'], 4222017]
[['164', '381'], 4360617]
[['206', '278'], 4352817]
[['128', '253'], 43390212]
[['403', '167'], 4225714]
[['111', '356'], 42859210]
[['340', '275'], 4284916]
[['377', '322'], 4371617]
[['299', '330'], 4299913]
[['352', '278'], 4306017]
[['336', '108'], 4290916]
[['535', '107'], 4179018]
[['119', '331'], 4367115]
[['181', '275'], 4270617]
[['114', '477'], 43282211]
[['121', '110'], 43739212]
[['72', '245'], 43342213]
[['298', '286'], 4268316]
[['167', '234'], 4167314]
[['380', '392'], 4252814]
[['261', '234'], 4244816]
[['43', '304'], 43877212]
[['106', '390'], 4338617]
[['245', '274'], 4242617]
[['261', '286'], 4262116]
[['358', '274'], 4264718]
[['103', '454'], 4208816]
[['419', '108'], 4188414]
[['257', '286'], 4344715]
[['284', '458'], 4322913]
[['376', '458'], 4207514]
[['142', '455'], 4200715]
[['180', '367'], 44331211]
[['196', '245'], 43743210]
[['131', '455'], 4200315]
[['337', '403'], 43499210]
[['340', '108'], 4233316]
[['97', '27'], 4180514]
[['340', '454'], 4238617]
[['304', '381'], 4191014]
[['299', '275'], 43365213]
[['448', '266'], 4215615]
[['72', '400'], 4272017]
[['312', '54'], 4296319]
[['245', '77'], 4265619]
[['206', '90'], 45441226]
[['78', '450'], 43398212]
[['192', '356'], 43296211]
[['377', '290'], 4351618]
[['78', '384'], 4304616]
[['274', '425'], 4182813]
[['230', '316'], 4201515]
[['147', '275'], 43125212]
[['332', '477'], 42991214]
[['175', '230'], 4295918]
[['201', '454'], 4186915]
[['115', '448'], 4241419]
[['280', '131'], 4256917]
[['71', '352'], 46436221]
[['230', '286'], 4208517]
[['245', '230'], 4257118]
[['261', '248'], 4265617]
[['330', '663'], 4188315]
[['107', '392'], 4172218]
[['225', '316'], 4213213]
[['205', '253'], 43907213]
[['312', '369'], 42874212]
[['90', '366'], 44368210]
[['91', '245'], 4322118]
[['225', '286'], 4220413]
[['114', '340'], 4339217]
[['245', '225'], 4268915]
[['203', '458'], 4273617]
[['298', '245'], 4317115]
[['261', '356'], 43080213]
[['225', '266'], 4231214]
[['332', '340'], 43099212]
[['54', '458'], 4235415]
[['15', '304'], 42732210]
[['349', '269'], 4267818]
[['95', '356'], 45179211]
[['176', '663'], 4188612]
[['358', '111'], 43100212]
[['158', '15'], 44151214]
[['448', '390'], 4191216]
[['392', '519'], 4165413]
[['349', '519'], 4263516]
[['269', '392'], 4170012]
[['320', '340'], 44103213]
[['366', '411'], 4264013]
[['27', '234'], 4150013]
[['215', '106'], 45815224]
[['407', '141'], 42589210]
[['202', '455'], 4205216]
[['274', '269'], 4192616]
[['369', '458'], 4226914]
[['245', '448'], 4253118]
[['200', '403'], 4288117]
[['121', '356'], 4322816]
[['108', '375'], 4157016]
[['282', '258'], 46057213]
[['339', '107'], 4238218]
[['108', '373'], 4152914]
[['302', '448'], 4279513]
[['149', '279'], 4174015]
[['369', '419'], 4235916]
[['253', '454'], 4221217]
[['503', '279'], 4194817]
[['141', '265'], 4229816]
[['130', '503'], 43671211]
[['356', '369'], 4263116]
[['291', '279'], 4162811]
[['376', '278'], 4188616]
[['380', '305'], 43036211]
[['21', '437'], 4353215]
[['305', '278'], 4214115]
[['206', '341'], 4372019]
[['90', '291'], 4355111]
[['253', '131'], 4253815]
[['258', '356'], 4365118]
[['107', '454'], 4175715]
[['291', '278'], 4161713]
[['223', '419'], 4281417]
[['231', '330'], 4317816]
[['117', '437'], 4166414]
[['223', '340'], 4326715]
[['102', '535'], 4385116]
[['340', '198'], 4268018]
[['31', '75'], 4332915]
[['377', '341'], 4350019]
[['91', '150'], 43676217]
[['419', '535'], 4197612]
[['894', '331'], 4292116]
[['340', '535'], 4242019]
[['335', '198'], 4386616]
[['181', '198'], 4254412]
[['284', '114'], 44103215]
[['305', '425'], 4211412]
[['110', '411'], 4285219]
[['291', '425'], 4158416]
[['67', '117'], 4270317]
[['44', '663'], 4212419]
[['245', '275'], 4268819]
[['142', '201'], 4219814]
[['358', '275'], 42909210]
[['132', '55'], 45719216]
[['56', '330'], 4247117]
[['498', '367'], 4243715]
[['419', '392'], 4190911]
[['258', '409'], 44288217]
[['71', '519'], 4500418]
[['103', '142'], 4241418]
[['236', '330'], 4300117]
[['200', '131'], 4277518]
[['67', '663'], 4266717]
[['894', '367'], 4337916]
[['121', '55'], 43651217]
[['44', '419'], 4226716]
[['214', '463'], 4223215]
[['322', '381'], 4190514]
[['44', '458'], 4217417]
[['55', '403'], 4306819]
[['236', '341'], 4304316]
[['178', '267'], 44087218]
[['275', '519'], 4214516]
[['454', '390'], 4160717]
[['503', '341'], 4213317]
[['132', '463'], 4476816]
[['340', '75'], 4231716]
[['168', '20'], 45382224]
[['304', '290'], 4220919]
[['284', '383'], 44186218]
[['366', '198'], 4279919]
[['352', '448'], 4342919]
[['419', '400'], 4181811]
[['121', '463'], 4270017]
[['123', '114'], 44191217]
[['231', '341'], 4321817]
[['230', '149'], 4214116]
[['284', '108'], 4305117]
[['112', '284'], 46529215]
[['312', '248'], 4250819]
[['230', '503'], 42346211]
[['330', '384'], 4183013]
[['304', '322'], 4241017]
[['290', '341'], 4199217]
[['352', '230'], 43466212]
[['216', '341'], 4322719]
[['225', '149'], 4225319]
[['54', '286'], 4225413]
[['407', '75'], 4222014]
[['349', '419'], 4288519]
[['283', '225'], 4307316]
[['299', '176'], 4299616]
[['56', '322'], 4272518]
[['263', '280'], 42815211]
[['477', '198'], 4257517]
[['150', '225'], 4315018]
[['253', '519'], 4217711]
[['106', '454'], 4350316]
[['352', '72'], 44237217]
[['284', '77'], 43530212]
[['458', '437'], 4167515]
[['121', '249'], 4317918]
[['450', '131'], 4242118]
[['176', '384'], 4183112]
[['372', '218'], 43752210]
[['349', '340'], 4333619]
[['90', '269'], 4359712]
[['411', '269'], 4186113]
[['369', '286'], 4216714]
[['340', '392'], 4235714]
[['396', '291'], 4185713]
[['409', '369'], 43272211]
[['275', '269'], 4219115]
[['130', '291'], 4335115]
[['178', '117'], 4316116]
[['54', '316'], 4217718]
[['249', '373'], 4201915]
[['131', '375'], 4194717]
[['205', '284'], 44791222]
[['54', '198'], 4252717]
[['253', '142'], 4253819]
[['403', '463'], 4211313]
[['67', '419'], 4280915]
[['407', '373'], 4214516]
[['305', '279'], 4215114]
[['67', '458'], 4271517]
[['352', '298'], 4406718]
[['141', '458'], 4214916]
[['380', '198'], 4285217]
[['458', '279'], 4179012]
[['193', '448'], 4234518]
[['91', '305'], 43195212]
[['66', '279'], 4419416]
[['115', '142'], 42436211]
[['253', '375'], 4211613]
[['284', '223'], 4398318]
[['458', '278'], 4177914]
[['181', '149'], 4231816]
[['176', '519'], 4177411]
[['253', '201'], 42353210]
[['253', '396'], 4238517]
[['67', '316'], 4254711]
[['335', '455'], 4352318]
[['284', '535'], 4314018]
[['281', '330'], 4406818]
[['407', '403'], 42711212]
[['274', '437'], 4175513]
[['356', '44'], 4253817]
[['142', '107'], 4208812]
[['367', '117'], 4212114]
[['103', '396'], 4225819]
[['155', '320'], 45631225]
[['91', '291'], 4267615]
[['181', '455'], 4220213]
[['147', '278'], 4260315]
[['305', '107'], 4223916]
[['257', '291'], 4338318]
[['72', '305'], 4332716]
[['298', '291'], 4262513]
[['380', '176'], 4264218]
[['198', '519'], 4197816]
[['67', '234'], 4244512]
[['131', '97'], 4220213]
[['66', '90'], 46098225]
[['304', '341'], 4219518]
[['245', '198'], 4252119]
[['5', '367'], 42477211]
[['267', '198'], 4306219]
[['142', '390'], 4193814]
[['448', '330'], 4211812]
[['196', '291'], 4319718]
[['263', '245'], 4280217]
[['367', '663'], 4208811]
[['203', '225'], 4307418]
[['366', '367'], 4279317]
[['453', '419'], 4277117]
[['67', '356'], 4307719]
[['155', '372'], 45378221]
[['110', '198'], 43015211]
[['330', '27'], 4174212]
[['178', '274'], 4325017]
[['175', '198'], 4291018]
[['341', '381'], 4169213]
[['396', '201'], 4203819]
[['263', '27'], 4222517]
[['149', '663'], 4186817]
[['155', '108'], 4387118]
[['147', '396'], 42838210]
[['366', '455'], 4246116]
[['341', '27'], 4178312]
[['158', '263'], 44062211]
[['218', '400'], 4216617]
[['282', '141'], 4492119]
[['302', '142'], 4281517]
[['377', '366'], 44152213]
[['230', '376'], 4229716]
[['44', '286'], 4207316]
[['403', '265'], 4242018]
[['356', '376'], 4243914]
[['284', '349'], 44049215]
[['203', '230'], 42955212]
[['198', '425'], 4192711]
[['230', '291'], 4202813]
[['131', '381'], 4188616]
[['377', '103'], 4373719]
[['263', '304'], 42639211]
[['225', '376'], 4241612]
[['67', '248'], 4264917]
[['115', '131'], 4244013]
[['305', '225'], 4266913]
[['111', '265'], 42644210]
[['225', '291'], 4214214]
[['312', '141'], 4275919]
[['56', '263'], 4295917]
[['477', '455'], 4223516]
[['121', '202'], 4311618]
[['193', '519'], 4200315]
[['192', '265'], 4308418]
[['302', '407'], 43047211]
[['193', '269'], 4204815]
[['121', '265'], 4301118]
[['181', '331'], 4207614]
[['203', '356'], 43095212]
[['249', '403'], 4258917]
[['164', '341'], 4389517]
[['94', '269'], 4410517]
[['263', '381'], 4214012]
[['67', '286'], 4261218]
[['265', '274'], 4219215]
[['218', '75'], 4222016]
[['198', '269'], 4202415]
[['409', '67'], 43720212]
[['181', '367'], 4253513]
[['375', '373'], 4148314]
[['304', '330'], 4215814]
[['302', '193'], 42803210]
[['316', '437'], 4150313]
[['284', '339'], 43726214]
[['284', '356'], 43585211]
[['201', '375'], 4176915]
[['339', '218'], 42911213]
[['54', '455'], 4218914]
[['358', '176'], 4253518]
[['141', '419'], 4224017]
[['425', '375'], 4153112]
[['425', '373'], 4148911]
[['176', '454'], 4181115]
[['21', '75'], 4363017]
[['279', '276'], 4152010]
[['337', '181'], 43588213]
[['201', '425'], 4177413]
[['396', '276'], 4174813]
[['278', '276'], 4150714]
[['117', '75'], 4176414]
[['141', '316'], 4197615]
[['164', '367'], 44052210]
[['31', '347'], 44656221]
[['214', '280'], 4279319]
[['340', '305'], 4286818]
[['333', '121'], 43976211]
[['148', '663'], 4383119]
[['7', '425'], 4362815]
[['280', '400'], 4212415]
[['231', '214'], 4364018]
[['411', '425'], 4176310]
[['312', '75'], 4238815]
[['298', '458'], 4278318]
[['367', '384'], 4202915]
[['340', '291'], 4234515]
[['380', '280'], 4307917]
[['131', '290'], 4218719]
[['110', '455'], 4267817]
[['498', '411'], 4227718]
[['15', '181'], 4291116]
[['178', '275'], 4351318]
[['337', '367'], 43356211]
[['102', '305'], 44294210]
[['196', '458'], 4336216]
[['236', '214'], 43458214]
[['56', '367'], 4267712]
[['5', '304'], 4254611]
[['130', '276'], 4324116]
[['150', '263'], 43261212]
[['236', '400'], 4279217]
[['267', '114'], 43765217]
[['200', '5'], 42917213]
[['66', '196'], 45754222]
[['419', '291'], 4189514]
[['175', '455'], 4257314]
[['103', '27'], 4201913]
[['209', '192'], 45201219]
[['477', '450'], 4265616]
[['231', '192'], 44172219]
[['352', '198'], 4342217]
[['132', '79'], 47292231]
[['155', '75'], 4385815]
[['20', '103'], 43756211]
[['115', '396'], 4228418]
[['200', '181'], 42967213]
[['503', '400'], 4188713]
[['158', '279'], 4343417]
[['181', '450'], 4261917]
[['366', '304'], 4285019]
[['283', '56'], 4327418]
[['396', '390'], 4178215]
[['181', '167'], 4234518]
[['477', '305'], 4276119]
[['455', '425'], 4158413]
[['149', '384'], 4181317]
[['147', '230'], 4301019]
[['453', '286'], 4257816]
[['301', '248'], 4197114]
[['335', '304'], 43912211]
[['663', '75'], 4172814]
[['103', '381'], 4192814]
[['366', '200'], 43229213]
[['181', '97'], 4239418]
[['103', '425'], 4199512]
[['367', '519'], 4197016]
[['55', '425'], 4255011]
[['383', '121'], 43829213]
[['302', '201'], 42628210]
[['519', '331'], 4151711]
[['269', '331'], 4156211]
[['453', '356'], 43038212]
[['121', '312'], 43470213]
[['280', '519'], 4220813]
[['280', '269'], 4225214]
[['205', '176'], 4350918]
[['301', '390'], 4180312]
[['85', '269'], 4512017]
[['519', '455'], 4164013]
[['141', '286'], 4204815]
[['269', '455'], 4168612]
[['330', '454'], 4180917]
[['409', '108'], 4279917]
[['77', '396'], 4232518]
[['409', '141'], 4315619]
[['358', '280'], 42968211]
[['116', '373'], 4359616]
[['147', '448'], 4297316]
[['366', '450'], 4287919]
[['320', '121'], 44458215]
[['301', '234'], 4176016]
[['144', '121'], 44874210]
[['168', '245'], 44225213]
[['223', '248'], 4265419]
[['72', '373'], 4270017]
[['78', '419'], 4324413]
[['302', '367'], 4277318]
[['312', '403'], 42880212]
[['106', '331'], 4333216]
[['167', '384'], 4184514]
[['450', '425'], 4200513]
[['71', '356'], 4552918]
[['67', '44'], 4292617]
[['304', '400'], 4194617]
[['894', '67'], 43955215]
[['142', '193'], 42367210]
[['409', '535'], 4288719]
[['267', '400'], 4264716]
[['43', '340'], 44194212]
[['407', '330'], 4237317]
[['76', '119'], 46299229]
[['75', '234'], 4149817]
[['280', '286'], 4226713]
[['121', '298'], 4368318]
[['202', '376'], 42323210]
[['218', '305'], 42767212]
[['114', '392'], 4269717]
[['142', '176'], 4213717]
[['106', '425'], 4340715]
[['21', '403'], 4412818]
[['503', '286'], 4203110]
[['152', '663'], 4396919]
[['450', '519'], 4205717]
[['400', '381'], 4144114]
[['231', '286'], 4311016]
[['448', '367'], 4231615]
[['263', '202'], 4266919]
[['236', '286'], 4293515]
[['91', '276'], 4256517]
[['5', '381'], 4203712]
[['236', '245'], 43415212]
[['142', '341'], 4217718]
[['263', '131'], 42617211]
[['192', '27'], 4274417]
[['231', '245'], 43593210]
[['131', '341'], 4217219]
[['107', '425'], 4166312]
[['245', '290'], 4237116]
[['27', '400'], 4153114]
[['215', '425'], 4396013]
[['201', '107'], 4189917]
[['316', '75'], 4159917]
[['267', '75'], 4270016]
[['103', '107'], 4211917]
[['197', '223'], 44873215]
[['203', '265'], 4288715]
[['115', '230'], 42452211]
[['265', '376'], 4222117]
[['197', '403'], 44428210]
[['403', '351'], 4223412]
[['366', '15'], 43165214]
[['356', '278'], 4214215]
[['283', '448'], 4291519]
[['115', '425'], 4201913]
[['77', '230'], 42492212]
[['218', '291'], 4224815]
[['230', '276'], 4191814]
[['225', '115'], 4257018]
[['110', '200'], 43446214]
[['56', '97'], 4253419]
[['366', '381'], 4234714]
[['214', '381'], 4211216]
[['225', '77'], 42609210]
[['69', '286'], 4340515]
[['448', '149'], 4209918]
[['299', '381'], 4275014]
[['280', '245'], 4275116]
[['286', '75'], 4167612]
[['274', '454'], 4192216]
[['304', '519'], 4202916]
[['403', '117'], 4226512]
[['121', '390'], 4263212]
[['335', '381'], 4340817]
[['128', '167'], 4300718]
[['304', '269'], 4207515]
[['326', '305'], 44199213]
[['200', '519'], 4241612]
[['448', '276'], 4187715]
[['200', '269'], 4245716]
[['148', '519'], 4371918]
[['202', '341'], 4222714]
[['372', '274'], 4338519]
[['175', '450'], 42987211]
[['290', '286'], 4188614]
[['339', '248'], 4240418]
[['450', '269'], 4210712]
[['425', '390'], 4151611]
[['245', '503'], 4251117]
[['230', '367'], 4235516]
[['142', '330'], 4213816]
[['269', '279'], 4167511]
[['111', '108'], 4232318]
[['200', '358'], 4317917]
[['448', '331'], 4185716]
[['267', '339'], 43390214]
[['107', '373'], 4161316]
[['121', '234'], 4259411]
[['132', '234'], 4465517]
[['419', '373'], 4179613]
[['72', '302'], 43599215]
[['223', '392'], 4257215]
[['31', '5'], 43865210]
[['419', '375'], 4183913]
[['15', '448'], 4269119]
[['535', '392'], 4172717]
[['419', '201'], 4208511]
[['396', '463'], 4185614]
[['148', '302'], 44518214]
[['274', '400'], 4180312]
[['201', '330'], 4195713]
[['455', '437'], 4151014]
[['148', '106'], 45526221]
[['477', '103'], 42639212]
[['231', '283'], 43974214]
[['283', '454'], 4261515]
[['155', '291'], 4388218]
[['380', '381'], 4239616]
[['283', '280'], 43131211]
[['191', '367'], 4371218]
[['107', '390'], 4164412]
[['164', '245'], 44269211]
[['367', '108'], 4196112]
[['286', '381'], 4158610]
[['347', '458'], 4311419]
[['236', '283'], 43797215]
[['205', '367'], 43708210]
[['403', '316'], 4210114]
[['56', '266'], 4251118]
[['130', '463'], 4334818]
[['352', '280'], 43646210]
[['209', '284'], 45489220]
[['352', '236'], 44309217]
[['5', '322'], 42530212]
[['316', '27'], 4160410]
[['340', '411'], 4251617]
[['78', '356'], 4351217]
[['175', '27'], 4254813]
[['286', '27'], 4167016]
[['245', '27'], 4215815]
[['106', '337'], 44842217]
[['352', '503'], 43406211]
[['448', '384'], 4204714]
[['20', '175'], 44280216]
[['266', '381'], 4169411]
[['266', '27'], 4178015]
[['158', '245'], 43993211]
[['274', '75'], 4185414]
[['209', '369'], 44540210]
[['175', '304'], 4296019]
[['231', '150'], 44050217]
[['352', '231'], 44490212]
[['168', '352'], 45124213]
[['110', '230'], 4307015]
[['356', '77'], 4264014]
[['119', '258'], 45269223]
[['181', '322'], 4259012]
[['448', '167'], 4213412]
[['225', '269'], 4218914]
[['448', '97'], 4218015]
[['332', '411'], 4257216]
[['340', '201'], 4253017]
[['103', '131'], 4241018]
[['110', '381'], 4256316]
[['110', '225'], 43177213]
[['178', '280'], 43571210]
[['164', '286'], 4379013]
[['477', '253'], 42763213]
[['283', '503'], 42893210]
[['396', '330'], 4198811]
[['356', '225'], 4266419]
[['90', '108'], 4353318]
[['58', '392'], 4384418]
[['103', '419'], 4229719]
[['56', '245'], 42887210]
[['322', '454'], 4206417]
[['121', '167'], 4284319]
[['519', '381'], 4152215]
[['253', '419'], 4242912]
[['269', '381'], 4157012]
[['298', '356'], 43142213]
[['97', '519'], 4183416]
[['419', '411'], 4206319]
[['372', '275'], 43645213]
[['97', '269'], 4188213]
[['55', '340'], 43296215]
[['181', '249'], 4268018]
[['411', '108'], 4180412]
[['396', '176'], 4198217]
[['43', '519'], 4349517]
[['72', '390'], 4272816]
[['150', '503'], 4297319]
[['21', '375'], 4360215]
[['339', '392'], 4231917]
[['245', '381'], 4207112]
[['279', '373'], 4152811]
[['55', '419'], 4285317]
[['340', '103'], 4275017]
[['193', '201'], 4218815]
[['78', '409'], 44146219]
[['340', '253'], 4287616]
[['304', '316'], 4201715]
[['193', '396'], 4221616]
[['339', '274'], 42546210]
[['356', '448'], 4251018]
[['477', '373'], 4214113]
[['193', '425'], 4194616]
[['302', '419'], 42696210]
[['284', '351'], 4318217]
[['90', '223'], 44457217]
[['265', '279'], 4193615]
[['380', '330'], 4264713]
[['202', '278'], 4203017]
[['223', '411'], 4273019]
[['450', '454'], 4210114]
[['322', '425'], 4196816]
[['411', '535'], 4188818]
[['192', '312'], 43543213]
[['407', '367'], 4257912]
[['305', '503'], 4248917]
[['332', '316'], 4239113]
[['340', '341'], 4251416]
[['284', '103'], 43465211]
[['181', '341'], 4237513]
[['376', '390'], 4183914]
[['203', '503'], 4289818]
[['263', '477'], 42848213]
[['498', '304'], 42489212]
[['134', '121'], 45934212]
[['281', '463'], 4394017]
[['167', '454'], 4182616]
[['267', '291'], 4272914]
[['21', '894'], 45056219]
[['131', '400'], 4192615]
[['498', '450'], 42519211]
[['477', '390'], 4216714]
[['231', '291'], 4304916]
[['503', '291'], 4196515]
[['236', '305'], 4339619]
[['236', '203'], 43802213]
[['330', '425'], 4171811]
[['5', '330'], 4228215]
[['236', '291'], 4287514]
[['119', '316'], 4378617]
[['149', '27'], 4173011]
[['131', '149'], 4212116]
[['114', '198'], 4302417]
[['263', '5'], 42762213]
[['503', '27'], 4193714]
[['263', '54'], 42802211]
[['5', '341'], 4232513]
[['54', '403'], 4266018]
[['158', '503'], 4377517]
[['206', '27'], 4352812]
[['380', '322'], 42894211]
[['176', '425'], 4171613]
[['419', '107'], 4196915]
[['20', '503'], 4367917]
[['142', '367'], 4233718]
[['347', '67'], 43860215]
[['366', '341'], 4263416]
[['340', '390'], 4227413]
[['407', '149'], 4236017]
[['158', '352'], 44885218]
[['284', '201'], 4325016]
[['198', '108'], 4196714]
[['283', '304'], 42954212]
[['448', '463'], 4198417]
[['450', '437'], 4192916]
[['377', '291'], 4333415]
[['332', '248'], 4249418]
[['366', '330'], 4259019]
[['115', '419'], 42321210]
[['403', '369'], 4257715]
[['263', '181'], 4282015]
[['419', '390'], 4182214]
[['198', '454'], 4202015]
[['225', '373'], 4204214]
[['230', '463'], 4202714]
[['216', '291'], 4306214]
[['327', '425'], 4434713]
[['147', '341'], 4279616]
[['409', '291'], 4281314]
[['335', '330'], 4366013]
[['214', '131'], 4259519]
[['158', '149'], 4356814]
[['214', '369'], 4269815]
[['383', '198'], 4311017]
[['265', '278'], 4192616]
[['111', '369'], 42796212]
[['225', '463'], 4214412]
[['337', '249'], 43505212]
[['290', '519'], 4182813]
[['267', '305'], 43249210]
[['322', '519'], 4202911]
[['322', '269'], 4206817]
[['142', '149'], 4212615]
[['249', '367'], 42444210]
[['290', '291'], 4182514]
[['477', '341'], 4240816]
[['80', '198'], 4374819]
[['150', '381'], 4253314]
[['339', '275'], 42808212]
[['366', '263'], 43075212]
[['304', '503'], 42349210]
[['305', '304'], 4255316]
[['203', '261'], 43487215]
[['200', '142'], 4278017]
[['168', '147'], 44664214]
[['21', '181'], 4422018]
[['383', '278'], 4274817]
[['407', '448'], 42587211]
[['312', '663'], 4252718]
[['397', '403'], 43433210]
[['380', '341'], 4268912]
[['403', '44'], 4248119]
[['281', '31'], 45644220]
[['143', '340'], 44510215]
[['142', '384'], 4206916]
[['263', '425'], 4220413]
[['131', '316'], 4199713]
[['198', '535'], 4205318]
[['304', '291'], 4203310]
[['155', '375'], 4383013]
[['358', '263'], 43018213]
[['198', '400'], 4189814]
[['91', '330'], 4280416]
[['105', '519'], 4568017]
[['176', '392'], 4177816]
[['77', '265'], 4242316]
[['280', '458'], 4236616]
[['396', '331'], 4173012]
[['498', '381'], 4199112]
[['178', '121'], 44069210]
[['142', '167'], 4215119]
[['358', '341'], 4257519]
[['274', '291'], 4188213]
[['130', '367'], 4367818]
[['119', '80'], 45554225]
[['367', '201'], 4215714]
[['284', '390'], 4299214]
[['503', '458'], 4213211]
[['367', '396'], 4218119]
[['291', '381'], 4152411]
[['245', '341'], 4235418]
[['72', '330'], 4293016]
[['366', '279'], 4245114]
[['245', '202'], 4260019]
[['376', '27'], 4188611]
[['119', '141'], 44141211]
[['198', '75'], 4194817]
[['263', '356'], 4278117]
[['114', '455'], 4268515]
[['282', '181'], 4513719]
[['231', '147'], 44028215]
[['298', '265'], 42930210]
[['291', '27'], 4161510]
[['261', '376'], 4282919]
[['299', '312'], 43639210]
[['265', '276'], 4184215]
[['403', '437'], 4198316]
[['110', '341'], 4284919]
[['158', '291'], 4344818]
[['175', '341'], 4274119]
[['312', '117'], 4256714]
[['20', '291'], 4335317]
[['201', '149'], 4194017]
[['455', '108'], 4162911]
[['214', '437'], 4210416]
[['341', '425'], 4175515]
[['448', '265'], 42292211]
[['216', '253'], 43587211]
[['121', '67'], 4361418]
[['305', '392'], 4218011]
[['312', '181'], 42974210]
[['396', '149'], 4197016]
[['67', '403'], 43021210]
[['31', '225'], 43850213]
[['230', '265'], 42333210]
[['141', '301'], 4221917]
[['216', '458'], 4322019]
[['225', '202'], 4255815]
[['69', '458'], 4350616]
[['383', '455'], 4277313]
[['181', '663'], 4231716]
[['67', '111'], 43244213]
[['225', '265'], 4245018]
[['330', '107'], 4184414]
[['330', '519'], 4177213]
[['299', '103'], 43268212]
[['202', '286'], 4211616]
[['330', '269'], 4181614]
[['358', '330'], 4253815]
[['147', '280'], 43186211]
[['454', '455'], 4167816]
[['397', '121'], 44016218]
[['372', '455'], 4314713]
[['164', '291'], 4372418]
[['305', '274'], 4240417]
[['263', '519'], 4225518]
[['249', '448'], 4246417]
[['215', '284'], 45420222]
[['263', '269'], 4230513]
[['341', '519'], 4181016]
[['181', '458'], 4237011]
[['66', '352'], 45640222]
[['180', '455'], 4400217]
[['341', '269'], 4185912]
[['367', '375'], 4191215]
[['245', '131'], 4255019]
[['176', '107'], 4184711]
[['284', '107'], 4313717]
[['339', '176'], 4243816]
[['290', '458'], 4199012]
[['152', '67'], 44767211]
[['231', '373'], 4295213]
[['218', '390'], 4217614]
[['67', '274'], 4279317]
[['339', '198'], 4264518]
[['279', '390'], 4155412]
[['392', '455'], 4165012]
[['377', '223'], 44245216]
[['312', '376'], 4268418]
[['181', '316'], 4219017]
[['116', '367'], 44022210]
[['258', '284'], 44540217]
[['193', '419'], 4225714]
[['181', '248'], 4230114]
[['258', '203'], 44051217]
[['377', '535'], 4341117]
[['535', '331'], 4158916]
[['103', '519'], 4205013]
[['223', '455'], 4256211]
[['340', '176'], 4247514]
[['155', '107'], 4395916]
[['290', '276'], 4171515]
[['396', '167'], 4200015]
[['90', '305'], 44065213]
[['377', '276'], 4322416]
[['150', '202'], 4306518]
[['31', '454'], 4339717]
[['409', '201'], 4299618]
[['535', '455'], 4171911]
[['131', '503'], 4233215]
[['267', '375'], 4267511]
[['663', '234'], 4164017]
[['663', '384'], 4181316]
[['181', '234'], 4208917]
[['455', '400'], 4155813]
[['409', '103'], 4321618]
[['304', '108'], 4201814]
[['450', '108'], 4204417]
[['377', '115'], 43760211]
[['425', '331'], 4145913]
[['76', '147'], 45139217]
[['236', '225'], 43370211]
[['275', '291'], 4214712]
[['380', '103'], 4292018]
[['380', '367'], 4284219]
[['192', '5'], 43281213]
[['203', '54'], 4312319]
[['367', '425'], 4191317]
[['80', '121'], 44470212]
[['214', '5'], 4274516]
[['419', '330'], 4202711]
[['128', '75'], 4283617]
[['335', '27'], 4350015]
[['663', '316'], 4174513]
[['312', '384'], 4247218]
[['403', '141'], 4246014]
